Description,Real Estate Type,Location,City,Province,Region,Highly Urbanized?,Price (PHP),Bedrooms,Bath,Floor_area (sqm),Land_area (sqm),Total_area (sqm),Price per sqm,Latitude,Longitude,Link
"612sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"19,878,000",na,na,na,612,612,32480.39,14.6232,121.1731712,https://www.lamudi.com.ph/612sqm-residential-lot-for-sale-in-antipolo-rizal-170556086477.html
"609sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"19,099,000",na,na,na,609,609,31361.25,14.6232,121.1731712,https://www.lamudi.com.ph/609sqm-residential-lot-for-sale-in-antipolo-rizal-17054798349.html
"607sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"19,036,000",na,na,na,607,607,31360.79,14.6232,121.1731712,https://www.lamudi.com.ph/607sqm-residential-lot-for-sale-in-antipolo-rizal-170538699986.html
"607sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,356,000",na,na,na,607,607,30240.53,14.6232,121.1731712,https://www.lamudi.com.ph/607sqm-residential-lot-for-sale-in-antipolo-rizal-170556087939.html
"606sqm Residential Lot for Sale in Antipolo, Rizal | The Daintree Residences at Eastl...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"22,940,000",na,na,na,606,606,37854.79,14.6232,121.1731712,https://www.lamudi.com.ph/606sqm-residential-lot-for-sale-in-antipolo-rizal-170529507412.html
"605sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,973,000",na,na,na,605,605,31360.33,14.6232,121.1731712,https://www.lamudi.com.ph/605sqm-residential-lot-for-sale-in-antipolo-rizal-170547982345.html
"604sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,942,000",na,na,na,604,604,31360.93,14.6232,121.1731712,https://www.lamudi.com.ph/604sqm-residential-lot-for-sale-in-antipolo-rizal-17053870119.html
"599sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,785,000",na,na,na,599,599,31360.6,14.6232,121.1731712,https://www.lamudi.com.ph/599sqm-residential-lot-for-sale-in-antipolo-rizal-170529497798.html
"599sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,114,000",na,na,na,599,599,30240.4,14.6232,121.1731712,https://www.lamudi.com.ph/599sqm-residential-lot-for-sale-in-antipolo-rizal-170529504262.html
"598sqm Residential Lot for Sale in Antipolo, Rizal | The Daintree Residences at Eastl...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"22,637,000",na,na,na,598,598,37854.52,14.6232,121.1731712,https://www.lamudi.com.ph/598sqm-residential-lot-for-sale-in-antipolo-rizal-17052950720.html
"595sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,660,000",na,na,na,595,595,31361.34,14.6232,121.1731712,https://www.lamudi.com.ph/595sqm-residential-lot-for-sale-in-antipolo-rizal-170547981197.html
"593sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,597,000",na,na,na,593,593,31360.88,14.6232,121.1731712,https://www.lamudi.com.ph/593sqm-residential-lot-for-sale-in-antipolo-rizal-170547984248.html
"593sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"17,933,000",na,na,na,593,593,30241.15,14.6232,121.1731712,https://www.lamudi.com.ph/593sqm-residential-lot-for-sale-in-antipolo-rizal-170547985868.html
"582sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"17,600,000",na,na,na,582,582,30240.55,14.6232,121.1731712,https://www.lamudi.com.ph/582sqm-residential-lot-for-sale-in-antipolo-rizal-170529501642.html
"579sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,158,000",na,na,na,579,579,31360.97,14.6232,121.1731712,https://www.lamudi.com.ph/579sqm-residential-lot-for-sale-in-antipolo-rizal-170538702797.html
"576sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"17,419,000",na,na,na,576,576,30241.32,14.6232,121.1731712,https://www.lamudi.com.ph/576sqm-inner-residential-lot-for-sale-in-antipolo-170547977125.html
"574sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"17,358,000",na,na,na,574,574,30240.42,14.6232,121.1731712,https://www.lamudi.com.ph/574sqm-residential-lot-for-sale-in-antipolo-rizal-170529502383.html
"574sqm Prime Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,001,000",na,na,na,574,574,31360.63,14.6232,121.1731712,https://www.lamudi.com.ph/574sqm-prime-residential-lot-for-sale-in-antipolo-170547977712.html
"565sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"17,086,000",na,na,na,565,565,30240.71,14.6232,121.1731712,https://www.lamudi.com.ph/565sqm-inner-residential-lot-for-sale-in-antipolo-170538705191.html
"562sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,995,000",na,na,na,562,562,30240.21,14.6232,121.1731712,https://www.lamudi.com.ph/562sqm-residential-lot-for-sale-in-antipolo-rizal-170529498856.html
"562sqm  Prime Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipol...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"17,625,000",na,na,na,562,562,31361.21,14.6232,121.1731712,https://www.lamudi.com.ph/562sqm-prime-residential-lot-for-sale-in-antipolo-170485855167.html
"561sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,965,000",na,na,na,561,561,30240.64,14.6232,121.1731712,https://www.lamudi.com.ph/561sqm-residential-lot-for-sale-in-antipolo-rizal-170529502792.html
"560sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,935,000",na,na,na,560,560,30241.07,14.6232,121.1731712,https://www.lamudi.com.ph/560sqm-inner-residential-lot-for-sale-in-antipolo-17053870229.html
"559sqm Prime Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"17,531,000",na,na,na,559,559,31361.36,14.6232,121.1731712,https://www.lamudi.com.ph/559sqm-prime-residential-lot-for-sale-in-antipolo-170538700795.html
"558sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,874,000",na,na,na,558,558,30240.14,14.6232,121.1731712,https://www.lamudi.com.ph/558sqm-residential-lot-for-sale-in-antipolo-rizal-170529502043.html
"557sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,844,000",na,na,na,557,557,30240.57,14.6232,121.1731712,https://www.lamudi.com.ph/557sqm-inner-residential-lot-for-sale-in-antipolo-170529499197.html
"553sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,723,000",na,na,na,553,553,30240.51,14.6232,121.1731712,https://www.lamudi.com.ph/553sqm-residential-lot-for-sale-in-antipolo-rizal-170538699385.html
"552sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"17,311,000",na,na,na,552,552,31360.51,14.6232,121.1731712,https://www.lamudi.com.ph/552sqm-residential-lot-for-sale-in-antipolo-rizal-170529500231.html
"548sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,572,000",na,na,na,548,548,30240.88,14.6232,121.1731712,https://www.lamudi.com.ph/548sqm-inner-residential-lot-for-sale-in-antipolo-170547978541.html
"547sqm Residential Lot for Sale in Antipolo, Rizal | The Daintree Residences at Eastl...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"22,156,000",na,na,na,547,547,40504.57,14.6232,121.1731712,https://www.lamudi.com.ph/547sqm-residential-lot-for-sale-in-antipolo-rizal-170538699541.html
"543sqm Corner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipol...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"17,029,000",na,na,na,543,543,31360.96,14.6232,121.1731712,https://www.lamudi.com.ph/543sqm-corner-residential-lot-for-sale-in-antipolo-170529499360.html
"542sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,391,000",na,na,na,542,542,30241.7,14.6232,121.1731712,https://www.lamudi.com.ph/542sqm-residential-lot-for-sale-in-antipolo-rizal-170547983774.html
"542sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,391,000",na,na,na,542,542,30241.7,14.6232,121.1731712,https://www.lamudi.com.ph/542sqm-inner-residential-lot-for-sale-in-antipolo-17052949904.html
"541sqm Prime Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,966,000",na,na,na,541,541,31360.44,14.6232,121.1731712,https://www.lamudi.com.ph/541sqm-prime-residential-lot-for-sale-in-antipolo-170538703966.html
"537sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,239,000",na,na,na,537,537,30240.22,14.6232,121.1731712,https://www.lamudi.com.ph/537sqm-residential-lot-for-sale-in-antipolo-rizal-170547984679.html
"536sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,209,000",na,na,na,536,536,30240.67,14.6232,121.1731712,https://www.lamudi.com.ph/536sqm-residential-lot-for-sale-in-antipolo-rizal-17054798187.html
"531sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,058,000",na,na,na,531,531,30241.05,14.6232,121.1731712,https://www.lamudi.com.ph/531sqm-inner-residential-lot-for-sale-in-antipolo-170538706657.html
"529sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,590,000",na,na,na,529,529,31361.06,14.6232,121.1731712,https://www.lamudi.com.ph/529sqm-residential-lot-for-sale-in-antipolo-rizal-17052950378.html
"529sqm Prime Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,590,000",na,na,na,529,529,31361.06,14.6232,121.1731712,https://www.lamudi.com.ph/529sqm-prime-residential-lot-for-sale-in-antipolo-170529500854.html
"520sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"15,725,000",na,na,na,520,520,30240.38,14.6232,121.1731712,https://www.lamudi.com.ph/520sqm-residential-lot-for-sale-in-antipolo-rizal-170556086747.html
"519sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,276,000",na,na,na,519,519,31360.31,14.6232,121.1731712,https://www.lamudi.com.ph/519sqm-residential-lot-for-sale-in-antipolo-rizal-170556083298.html
"519sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"15,695,000",na,na,na,519,519,30240.85,14.6232,121.1731712,https://www.lamudi.com.ph/519sqm-residential-lot-for-sale-in-antipolo-rizal-170547985936.html
"518sqm Prime Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,245,000",na,na,na,518,518,31361,14.6232,121.1731712,https://www.lamudi.com.ph/518sqm-prime-residential-lot-for-sale-in-antipolo-17054797738.html
"516sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"15,604,000",na,na,na,516,516,30240.31,14.6232,121.1731712,https://www.lamudi.com.ph/516sqm-inner-residential-lot-for-sale-in-antipolo-170538706629.html
"514sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,120,000",na,na,na,514,514,31361.87,14.6232,121.1731712,https://www.lamudi.com.ph/514sqm-residential-lot-for-sale-in-antipolo-rizal-170556086293.html
"514sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"15,544,000",na,na,na,514,514,30241.25,14.6232,121.1731712,https://www.lamudi.com.ph/514sqm-inner-residential-lot-for-sale-in-antipolo-170538707368.html
"512sqm Prime Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"16,339,000",na,na,na,512,512,31912.11,14.6232,121.1731712,https://www.lamudi.com.ph/512sqm-prime-residential-lot-for-sale-in-antipolo-170538705165.html
"509sqm Residential Lot for Sale in Antipolo, Rizal | The Daintree Residences at Eastl...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"20,232,000",na,na,na,509,509,39748.53,14.6232,121.1731712,https://www.lamudi.com.ph/509sqm-residential-lot-for-sale-in-antipolo-rizal-170529508667.html
"504sqm Prime Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"15,806,000",na,na,na,504,504,31361.11,14.6232,121.1731712,https://www.lamudi.com.ph/504sqm-prime-residential-lot-for-sale-in-antipolo-170538707957.html
"503sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"15,211,000",na,na,na,503,503,30240.56,14.6232,121.1731712,https://www.lamudi.com.ph/503sqm-inner-residential-lot-for-sale-in-antipolo-170485854695.html
"502sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"15,743,000",na,na,na,502,502,31360.56,14.6232,121.1731712,https://www.lamudi.com.ph/502sqm-residential-lot-for-sale-in-antipolo-rizal-170556083662.html
"502sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"15,181,000",na,na,na,502,502,30241.04,14.6232,121.1731712,https://www.lamudi.com.ph/502sqm-inner-residential-lot-for-sale-in-antipolo-170538707264.html
"501sqm Residential Lot for Sale in Antipolo, Rizal | The Daintree Residences at Eastl...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"19,913,000",na,na,na,501,501,39746.51,14.6232,121.1731712,https://www.lamudi.com.ph/501sqm-residential-lot-for-sale-in-antipolo-rizal-170529508446.html
"501sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"15,151,000",na,na,na,501,501,30241.52,14.6232,121.1731712,https://www.lamudi.com.ph/501sqm-inner-residential-lot-for-sale-in-antipolo-170538706217.html
"500sqm Residential Lot for Sale in Antipolo, Rizal | The Daintree Residences at Eastl...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,927,000",na,na,na,500,500,37854,14.6232,121.1731712,https://www.lamudi.com.ph/500sqm-residential-lot-for-sale-in-antipolo-rizal-170529508928.html
"491sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"14,848,000",na,na,na,491,491,30240.33,14.6232,121.1731712,https://www.lamudi.com.ph/491sqm-inner-residential-lot-for-sale-in-antipolo-17052949863.html
"487sqm Residential Lot for Sale in Antipolo, Rizal | The Daintree Residences at Eastl...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"19,357,000",na,na,na,487,487,39747.43,14.6232,121.1731712,https://www.lamudi.com.ph/487sqm-residential-lot-for-sale-in-antipolo-rizal-170529513114.html
"486sqm Residential Lot for Sale in Antipolo, Rizal | The Daintree Residences at Eastl...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,397,000",na,na,na,486,486,37853.91,14.6232,121.1731712,https://www.lamudi.com.ph/486sqm-residential-lot-for-sale-in-antipolo-rizal-170529506698.html
"481sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"14,546,000",na,na,na,481,481,30241.16,14.6232,121.1731712,https://www.lamudi.com.ph/481sqm-inner-residential-lot-for-sale-in-antipolo-170538708984.html
"476sqm Residential Lot for Sale in Antipolo, Rizal | The Daintree Residences at Eastl...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,018,000",na,na,na,476,476,37852.94,14.6232,121.1731712,https://www.lamudi.com.ph/476sqm-residential-lot-for-sale-in-antipolo-rizal-17052950645.html
"473sqm Residential Lot for Sale in Antipolo, Rizal | The Daintree Residences at Eastl...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"17,905,000",na,na,na,473,473,37854.12,14.6232,121.1731712,https://www.lamudi.com.ph/473sqm-residential-lot-for-sale-in-antipolo-rizal-170529506832.html
"472sqm Residential Lot for Sale in Antipolo, Rizal | The Daintree Residences at Eastl...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"17,867,000",na,na,na,472,472,37853.81,14.6232,121.1731712,https://www.lamudi.com.ph/472sqm-residential-lot-for-sale-in-antipolo-rizal-170529508878.html
"472sqm Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo - Pha...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"14,274,000",na,na,na,472,472,30241.53,14.6232,121.1731712,https://www.lamudi.com.ph/472sqm-residential-lot-for-sale-in-antipolo-rizal-170547985142.html
"468sqm Inner Residential Lot for Sale in Antipolo, Rizal | Eastland Heights, Antipolo...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"14,153,000",na,na,na,468,468,30241.45,14.6232,121.1731712,https://www.lamudi.com.ph/468sqm-inner-residential-lot-for-sale-in-antipolo-170538706023.html
"465sqm Residential Lot for Sale in Antipolo, Rizal | The Daintree Residences at Eastl...",Lot,"Inarawan, Antipolo",Antipolo,Rizal,Region IV-A,0,"18,834,000",na,na,na,465,465,40503.23,14.6232,121.1731712,https://www.lamudi.com.ph/465sqm-residential-lot-for-sale-in-antipolo-rizal-170529513514.html
